nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel,positivo_clean,negativo_clean
nh valencia las ciencias,españa,,1,persona que viaja sola,muy bien,,,8.0,2023-12-11,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2023-12-11,bien,,
nh valencia las ciencias,bélgica,,1,pareja,BIEN,,,7.0,2023-12-08,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,fantástico,,,9.0,2023-11-27,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2023-11-17,bien,,
nh valencia las ciencias,italia,,3,grupo,muy bien,,,8.0,2023-11-03,bien,,
nh valencia las ciencias,italia,,4,pareja,BIEN,,,7.0,2023-10-14,bien,,
nh valencia las ciencias,alemania,,7,pareja,fantástico,,,9.0,2023-09-30,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2023-09-14,bien,,
nh valencia las ciencias,italia,,2,grupo,BIEN,,,7.0,2023-08-25,bien,,
nh valencia las ciencias,italia,,1,grupo,muy bien,,,8.0,2023-08-22,bien,,
nh valencia las ciencias,italia,,7,persona que viaja sola,BIEN,,,7.0,2023-08-22,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2023-08-21,bien,,
nh valencia las ciencias,italia,,1,persona que viaja sola,BIEN,,,7.0,2023-08-19,bien,,
nh valencia las ciencias,países bajos,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2023-08-16,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2023-08-13,bien,,
nh valencia las ciencias,países bajos,,2,pareja,muy bien,,,8.0,2023-08-13,bien,,
nh valencia las ciencias,italia,,3,grupo,muy bien,,,8.0,2023-08-11,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,muy bien,,,8.0,2023-08-09,bien,,
nh valencia las ciencias,países bajos,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,BIEN,,,7.0,2023-08-05,bien,,
nh valencia las ciencias,españa,,4,familia,BIEN,,,7.0,2023-07-28,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,pareja,muy bien,,,8.0,2023-07-20,bien,,
nh valencia las ciencias,alemania,,3,persona que viaja sola,muy bien,,,8.0,2023-06-22,bien,,
nh valencia las ciencias,países bajos,,4,persona que viaja sola,fantástico,,,9.0,2023-06-08,bien,,
nh valencia las ciencias,países bajos,,3,pareja,muy bien,,,8.0,2023-06-07,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,muy bien,,,8.0,2023-06-04,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,muy bien,,,8.0,2023-06-02,bien,,
nh valencia las ciencias,países bajos,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,grupo,BIEN,,,7.0,2023-06-02,bien,,
nh valencia las ciencias,italia,,3,persona que viaja sola,muy bien,,,8.0,2023-05-28,bien,,
nh valencia las ciencias,italia,,2,pareja,BIEN,,,7.0,2023-05-23,bien,,
nh valencia las ciencias,francia,,2,pareja,muy bien,,,8.0,2023-05-14,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2023-05-08,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,pareja,BIEN,,,7.0,2023-05-07,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,pareja,BIEN,,,7.0,2023-04-24,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2023-04-18,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2026-04-08,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria - 1 o 2 camas,2,grupo,BIEN,,,7.0,2025-12-27,bien,,
nh valencia las ciencias,italia,,2,persona que viaja sola,BIEN,,,7.0,2025-12-22,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,BIEN,,,7.0,2025-11-05,bien,,
nh valencia las ciencias,italia,,6,pareja,BIEN,,,7.0,2025-09-03,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2025-08-26,bien,,
nh valencia las ciencias,españa,,3,pareja,BIEN,,,7.0,2024-07-19,bien,,
nh valencia las ciencias,italia,,2,familia,muy bien,,,8.0,2024-07-19,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,fantástico,,,9.0,2024-06-27,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,BIEN,,,7.0,2024-06-10,bien,,
nh valencia las ciencias,bélgica,,3,pareja,BIEN,,,7.0,2024-05-06,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2024-05-01,bien,,
nh valencia las ciencias,alemania,,1,persona que viaja sola,BIEN,,,7.0,2024-04-26,bien,,
nh valencia las ciencias,italia,,4,pareja,BIEN,,,7.0,2024-04-05,bien,,
nh valencia las ciencias,alemania,,9,pareja,BIEN,,,7.0,2024-03-28,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2023-12-09,bien,,
nh valencia las ciencias,francia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,BIEN,,,7.0,2023-08-07,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,muy bien,,,8.0,2023-07-29,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2023-07-29,bien,,
nh valencia las ciencias,francia,,1,pareja,muy bien,,,8.0,2025-08-27,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,pareja,fantástico,,,9.0,2025-10-28,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-09-12,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2025-08-08,bien,,
nh valencia las ciencias,alemania,,4,persona que viaja sola,BIEN,,,7.0,2025-05-13,bien,,
nh valencia las ciencias,italia,,1,grupo,muy bien,,,8.0,2025-04-23,bien,,
nh valencia las ciencias,italia,,2,persona que viaja sola,fantástico,,,9.0,2025-04-20,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,pareja,fantástico,,,9.0,2024-12-19,bien,,
nh valencia las ciencias,países bajos,,3,persona que viaja sola,muy bien,,,8.0,2024-09-14,bien,,
nh valencia las ciencias,países bajos,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,pareja,excepcional,,,10.0,2026-03-26,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2026-02-03,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,excepcional,,,10.0,2026-01-07,bien,,
nh valencia las ciencias,italia,,4,pareja,excepcional,,,10.0,2026-01-06,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-12-23,bien,,
nh valencia las ciencias,suiza,,3,pareja,excepcional,,,10.0,2025-11-20,bien,,
nh valencia las ciencias,españa,,2,grupo,excepcional,,,10.0,2025-11-03,bien,,
nh valencia las ciencias,italia,,4,persona que viaja sola,excepcional,,,10.0,2025-09-15,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,excepcional,,,10.0,2025-09-13,bien,,
nh valencia las ciencias,italia,,7,pareja,excepcional,,,10.0,2025-09-04,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,excepcional,,,10.0,2025-09-03,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-08-30,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-08-29,bien,,
nh valencia las ciencias,italia,,6,persona que viaja sola,excepcional,,,10.0,2025-08-26,bien,,
nh valencia las ciencias,italia,,8,pareja,excepcional,,,10.0,2025-08-25,bien,,
nh valencia las ciencias,italia,,4,pareja,excepcional,,,10.0,2025-08-24,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-08-24,bien,,
nh valencia las ciencias,italia,,4,pareja,excepcional,,,10.0,2025-08-24,bien,,
nh valencia las ciencias,alemania,,3,pareja,excepcional,,,10.0,2025-08-22,bien,,
nh valencia las ciencias,francia,,6,pareja,excepcional,,,10.0,2025-08-16,bien,,
nh valencia las ciencias,italia,,4,grupo,excepcional,,,10.0,2025-08-16,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-08-13,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-08-11,bien,,
nh valencia las ciencias,italia,,4,pareja,excepcional,,,10.0,2025-08-05,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-08-03,bien,,
nh valencia las ciencias,italia,,1,persona que viaja sola,excepcional,,,10.0,2025-07-29,bien,,
nh valencia las ciencias,italia,,7,pareja,excepcional,,,10.0,2025-07-28,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-07-24,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-07-22,bien,,
nh valencia las ciencias,bélgica,,1,persona que viaja sola,excepcional,,,10.0,2025-07-21,bien,,
nh valencia las ciencias,italia,,2,familia,excepcional,,,10.0,2025-06-29,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-06-23,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-06-18,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2025-05-16,bien,,
nh valencia las ciencias,alemania,,3,pareja,excepcional,,,10.0,2025-05-05,bien,,
nh valencia las ciencias,españa,,1,pareja,excepcional,,,10.0,2025-04-30,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-04-26,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,excepcional,,,10.0,2025-04-12,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2025-03-12,bien,,
nh valencia las ciencias,francia,,2,grupo,excepcional,,,10.0,2025-02-10,bien,,
nh valencia las ciencias,países bajos,,2,pareja,excepcional,,,10.0,2025-01-19,bien,,
nh valencia las ciencias,italia,,3,grupo,excepcional,,,10.0,2025-01-04,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,excepcional,,,10.0,2025-01-02,bien,,
nh valencia las ciencias,italia,,5,familia,excepcional,,,10.0,2024-12-29,bien,,
nh valencia las ciencias,italia,,1,pareja,excepcional,,,10.0,2024-12-14,bien,,
nh valencia las ciencias,italia,,1,grupo,excepcional,,,10.0,2024-10-14,bien,,
nh valencia las ciencias,países bajos,,4,pareja,excepcional,,,10.0,2024-10-06,bien,,
nh valencia las ciencias,italia,,2,grupo,excepcional,,,10.0,2024-09-02,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2024-08-28,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2024-08-24,bien,,
nh valencia las ciencias,italia,,5,pareja,excepcional,,,10.0,2024-07-21,bien,,
nh valencia las ciencias,italia,,1,pareja,excepcional,,,10.0,2024-06-30,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2024-06-04,bien,,
nh valencia las ciencias,italia,,5,familia,excepcional,,,10.0,2024-05-29,bien,,
nh valencia las ciencias,italia,,4,grupo,excepcional,,,10.0,2024-05-16,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,excepcional,,,10.0,2024-05-03,bien,,
nh valencia las ciencias,francia,,7,pareja,excepcional,,,10.0,2024-04-17,bien,,
nh valencia las ciencias,italia,,1,pareja,excepcional,,,10.0,2024-03-22,bien,,
nh valencia las ciencias,francia,,3,persona que viaja sola,aceptable,,,5.0,2024-03-20,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2024-03-17,bien,,
nh valencia las ciencias,francia,,6,persona que viaja sola,excepcional,,,10.0,2024-03-05,bien,,
nh valencia las ciencias,países bajos,,3,persona que viaja sola,excepcional,,,10.0,2024-03-05,bien,,
nh valencia las ciencias,españa,,2,pareja,excepcional,,,10.0,2024-02-23,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria - 1 o 2 camas,3,grupo,excepcional,,,10.0,2024-02-16,bien,,
nh valencia las ciencias,italia,,1,pareja,excepcional,,,10.0,2024-02-12,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2024-02-08,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2024-02-04,bien,,
nh valencia las ciencias,italia,,1,familia,excepcional,,,10.0,2024-01-22,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2024-01-18,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,pareja,excepcional,,,10.0,2024-01-10,bien,,
nh valencia las ciencias,francia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,excepcional,,,10.0,2023-12-26,bien,,
nh valencia las ciencias,españa,,5,persona que viaja sola,excepcional,,,10.0,2023-12-17,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,excepcional,,,10.0,2023-11-13,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,excepcional,,,10.0,2023-11-12,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2023-11-06,bien,,
nh valencia las ciencias,italia,,3,familia,excepcional,,,10.0,2023-09-09,bien,,
nh valencia las ciencias,alemania,,3,grupo,excepcional,,,10.0,2023-08-26,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2023-08-24,bien,,
nh valencia las ciencias,españa,,2,grupo,excepcional,,,10.0,2023-08-24,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,pareja,excepcional,,,10.0,2023-08-18,bien,,
nh valencia las ciencias,italia,,1,pareja,excepcional,,,10.0,2023-08-06,bien,,
nh valencia las ciencias,bélgica,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,excepcional,,,10.0,2023-08-02,bien,,
nh valencia las ciencias,españa,,1,grupo,excepcional,,,10.0,2023-08-01,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2023-07-30,bien,,
nh valencia las ciencias,bélgica,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,excepcional,,,10.0,2023-07-28,bien,,
nh valencia las ciencias,españa,,1,pareja,excepcional,,,10.0,2023-07-24,bien,,
nh valencia las ciencias,españa,,1,pareja,excepcional,,,10.0,2023-06-22,bien,,
nh valencia las ciencias,italia,,3,grupo,excepcional,,,10.0,2023-05-15,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,persona que viaja sola,agradable,,,6.0,2026-04-11,bien,,
nh valencia las ciencias,italia,,3,pareja,excepcional,,,10.0,2026-04-06,bien,,
nh valencia las ciencias,francia,,3,persona que viaja sola,aceptable,,,5.0,2026-03-08,bien,,
nh valencia las ciencias,españa,,3,pareja,aceptable,,,5.0,2026-02-20,bien,,
nh valencia las ciencias,españa,,2,persona que viaja sola,agradable,,,6.0,2025-12-02,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,excepcional,,,10.0,2025-11-14,bien,,
nh valencia las ciencias,italia,,3,pareja,agradable,,,6.0,2025-10-27,bien,,
nh valencia las ciencias,italia,,5,pareja,agradable,,,6.0,2025-09-16,bien,,
nh valencia las ciencias,alemania,,3,grupo,agradable,,,6.0,2025-08-26,bien,,
nh valencia las ciencias,italia,,2,pareja,agradable,,,6.0,2025-08-23,bien,,
nh valencia las ciencias,francia,,2,pareja,excepcional,,,10.0,2025-06-10,bien,,
nh valencia las ciencias,italia,,3,grupo,aceptable,,,5.0,2025-05-14,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,excepcional,,,10.0,2025-04-22,bien,,
nh valencia las ciencias,italia,,1,pareja,agradable,,,6.0,2025-04-16,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,excepcional,,,10.0,2024-12-19,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,agradable,,,6.0,2024-12-10,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,agradable,,,6.0,2024-09-27,bien,,
nh valencia las ciencias,italia,,3,pareja,aceptable,,,5.0,2024-09-05,bien,,
nh valencia las ciencias,italia,,2,pareja,agradable,,,6.0,2024-08-28,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,agradable,,,6.0,2024-08-26,bien,,
nh valencia las ciencias,italia,,2,pareja,aceptable,,,5.0,2024-08-22,bien,,
nh valencia las ciencias,francia,,1,grupo,excepcional,,,10.0,2024-07-30,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria - 1 o 2 camas,1,grupo,Habitación pequeña por el precio que es.,,,6.0,2024-06-14,bien,,
nh valencia las ciencias,italia,,2,pareja,aceptable,,,5.0,2024-05-28,bien,,
nh valencia las ciencias,italia,,2,pareja,agradable,,,6.0,2024-05-01,bien,,
nh valencia las ciencias,italia,,2,pareja,agradable,,,6.0,2024-02-01,bien,,
nh valencia las ciencias,españa,,2,pareja,excepcional,,,10.0,2023-12-07,bien,,
nh valencia las ciencias,suiza,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,agradable,,,6.0,2023-08-05,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,familia,excepcional,,,10.0,2023-08-04,bien,,
nh valencia las ciencias,francia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,aceptable,,,5.0,2023-07-24,bien,,
nh valencia las ciencias,italia,,2,grupo,excepcional,,,10.0,2023-05-22,bien,,
nh valencia las ciencias,italia,,3,familia,agradable,,,6.0,2023-05-20,bien,,
nh valencia las ciencias,italia,,2,pareja,excepcional,,,10.0,2023-05-10,bien,,
nh valencia las ciencias,bélgica,,5,pareja,aceptable,,,5.0,2026-01-02,bien,,
nh valencia las ciencias,italia,,4,pareja,aceptable,,,5.0,2025-12-19,bien,,
nh valencia las ciencias,alemania,,2,pareja,aceptable,,,5.0,2025-09-21,bien,,
nh valencia las ciencias,italia,,9,familia,aceptable,,,5.0,2025-09-07,bien,,
nh valencia las ciencias,países bajos,,1,persona que viaja sola,agradable,,,6.0,2025-08-27,bien,,
nh valencia las ciencias,italia,,6,grupo,agradable,,,6.0,2025-08-20,bien,,
nh valencia las ciencias,países bajos,,4,pareja,decepcionante,,,4.0,2025-07-10,bien,,
nh valencia las ciencias,alemania,,3,pareja,pésimo,,,1.0,2025-05-20,bien,,
nh valencia las ciencias,bélgica,,1,pareja,agradable,,,6.0,2024-11-07,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,aceptable,,,5.0,2024-10-24,bien,,
nh valencia las ciencias,italia,,1,persona que viaja sola,agradable,,,6.0,2024-09-02,bien,,
nh valencia las ciencias,países bajos,,3,persona que viaja sola,aceptable,,,5.0,2024-08-24,bien,,
nh valencia las ciencias,suiza,,7,pareja,agradable,,,6.0,2024-07-02,bien,,
nh valencia las ciencias,italia,,1,pareja,mal,,,3.0,2024-05-14,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,aceptable,,,5.0,2024-04-29,bien,,
nh valencia las ciencias,francia,,2,pareja,aceptable,,,5.0,2023-09-23,bien,,
nh valencia las ciencias,alemania,,1,pareja,mal,,,3.0,2023-09-17,bien,,
nh valencia las ciencias,bélgica,,1,pareja,agradable,,,6.0,2023-08-07,bien,,
nh valencia las ciencias,bélgica,,3,pareja,muy mal,,,2.0,2023-07-14,bien,,
nh valencia las ciencias,italia,,3,familia,agradable,,,6.0,2023-07-11,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,familia,excepcional,,,10.0,2023-07-10,bien,,
nh valencia las ciencias,alemania,,3,grupo,agradable,,,6.0,2023-06-11,bien,,
